Table 1,,,,,,,,
serialNo,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,standard_price,
DF-0700321,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ลูกหมากกันโคลง,หน้า,,
DJ-0200019,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ยางกันฝุ่นแร็ค,-,220.00,
DH-1000014,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ยางหูแหนบ,-,,
HH-0000018,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ยางหิ้วเพลากลาง,-,650.00,
DD-0000078,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),เบ้าโช้คอัพ/ยางเบ้าโช้คอัพ,หน้า,600.00,
DH-0500069,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ยางกันโคลง,หน้า,60.00,
DH-0900008,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),บู๊ชหูแหนบ,หน้า,,
DJ-0100023,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ยางกันฝุ่นเพลาขับ,ใน,220.00,
DJ-0100242,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ยางกันฝุ่นเพลาขับ,นอก,,
DH-0400078,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),บู๊ชปีกนก,ล่าง,180.00,
DH-0400208,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),บู๊ชปีกนก,บน,,
HB-0500007,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ลูกปืนปลายเกียร์,-,140.00,
HB-0500016,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ลูกปืนปลายเกียร์,-,140.00,
CA-0000111,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ลูกปืนล้อ,ในหน้า,180.00,
CA-0000118,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ลูกปืนล้อ,นอกหน้า,180.00,
CA-0000174,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ลูกปืนล้อ,ในหน้า,180.00,
CA-0000178,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ลูกปืนล้อ,นอกหน้า,180.00,
CC-0000007,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ลูกปืนคลัทช์,-,750.00,
HB-0100002,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ชุดซ่อมคลัทช์,-,350.00,
LF-0000018,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),วาล์วน้ำ,-,700.00,
AC-0000060,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),จานดิสเบรค,หน้า,850.00,
LJ-0000022,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),หม้อน้ำ,-,"2,600.00",
Z-09400010,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ท่อยางหายใจฝาวาล์ว,-,550.00,
Z-11600001,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),หลอดไฟ,-,,
Z-09300001,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),หลอดไฟ,หน้า,,
Z-11700001,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),มือเปิดฝาท้าย,-,,
DA-0000039,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),โช้คอัพ,หลัง,950.00,
AD-0000009,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),จานดรัมเบรค,หลัง,"1,200.00",
EB-0100045,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ท่อยางหม้อน้ำ,ล่าง,280.00,
EB-0100046,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2002-2011 (2WD),ท่อยางหม้อน้ำ,บน,280.00,
Z-09500006,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางรองหัวฉีด,-,120.00,
Z-09500008,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางรองหัวฉีด,-,120.00,
EA-0100014,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",สายพานไดร์ชาร์จ (หน้าเครื่อง),-,280.00,
Z-00300047,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ปะเก็นฝาวาล์ว,-,200.00,
EA-0300004,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",สายพานแอร์,-,280.00,
EA-0300013,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),สายพานแอร์,-,280.00,
DL-0000002,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",แร็คพวงมาลัย,-,"7,500.00",
BN-0000002,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ซีลแป๊ปหัวฉีดดีเซล,-,,
IG-0000002,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ไส้กรองน้ำมันดีเซล (โซล่า),-,260.00,
IG-0000009,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),ไส้กรองน้ำมันดีเซล (โซล่า),-,420.00,
CB-0000004,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ซีลลูกปืนล้อ,หน้า,150.00,
CB-0000007,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ซีลลูกปืนล้อ,หน้า,,
Z-11400001,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",แป๊ป,-,800.00,
LF-0000005,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",วาล์วน้ำ,-,700.00,
DF-0500137,MAZDA,MAZDA2,มาสด้า2,โฉมปี 2007-2014 (DY),ลูกหมากแร็ค,-,750.00,
DF-0500019,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากแร็ค,-,600.00,
DF-0500092,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากแร็ค,-,700.00,
DF-0200171,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากคันชัก,นอก,,
DF-0200044,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากคันชัก,นอก,450.00,
Z-04400004,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ซีลล้อ,หน้า,120.00,
Z-00900004,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางวงเดือน,-,50.00,
Z-00900003,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางวงเดือน,-,50.00,
Z-00200010,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",กาวดำ,-,,
Z-00200043,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",กาวดำ,-,,
CA-0000179,ISUZU,MU-7,มิว-เซเว่น,โฉมปี 2004-2013,ลูกปืนล้อ,นอกหน้า,380.00,
CA-0000180,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกปืนล้อ,ในหน้า,,
CA-0000171,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกปืนล้อ,ในหน้า,380.00,
CA-0000172,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกปืนล้อ,นอกหน้า,380.00,
DF-0600108,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากปีกนก,ล่าง,650.00,
DF-0600119,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากปีกนก,ล่าง,650.00,
DF-0600131,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากปีกนก,บน,650.00,
DF-0600005,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากปีกนก,ล่าง,600.00,
DF-0600031,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากปีกนก,ล่าง,650.00,
DF-0600035,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากปีกนก,ล่าง,650.00,
DF-0600087,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากปีกนก,บน,600.00,
DF-0600147,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากปีกนก,ล่าง,,
DF-0600152,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากปีกนก,บน,,
DF-0700271,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากกันโคลง,หน้า,450.00,
DF-0700115,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากกันโคลง,หน้า,350.00,
DF-0700216,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากกันโคลง,หน้า,500.00,
Z-11300001,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกหมากกันโคลง,หน้า,,
HB-0700007,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",แม่ปั๊มคลัทช์,ล่าง,650.00,
HB-0700010,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",แม่ปั๊มคลัทช์,บน,850.00,
HB-0300013,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",หวีคลัทช์,-,"1,850.00",
HB-0200015,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",จานคลัทช์,-,"1,600.00",
AE-0000046,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",กระบอกเบรค,หลังขวา,,
AE-0000047,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",กระบอกเบรค,หลังซ้าย,,
DJ-0200022,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางกันฝุ่นแร็ค,-,220.00,
DH-1000015,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางหูแหนบ,-,,
HH-0000007,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางหิ้วเพลากลาง,-,750.00,
HH-0000009,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางหิ้วเพลากลาง,-,750.00,
DH-0500006,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางกันโคลง,หน้า,60.00,
DH-0500068,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางกันโคลง,หน้า,60.00,
DH-0500071,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางกันโคลง,หน้า,60.00,
DH-0900007,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",บู๊ชหูแหนบ,หน้า,,
DH-0400076,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",บู๊ชปีกนก,ล่าง,180.00,
DH-0400077,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",บู๊ชปีกนก,ล่าง,280.00,
DH-0400079,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",บู๊ชปีกนก,ล่าง,180.00,
DH-0400207,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",บู๊ชปีกนก,บน,,
DH-0400210,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",บู๊ชปีกนก,บน,,
Z-11200001,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",หูแหนบสั้น,-,,
Z-13900001,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางเดือยโช้คอัพ,-,,
HB-0500015,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกปืนปลายเกียร์,-,140.00,
CC-0000005,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ลูกปืนคลัทช์,-,750.00,
DJ-0100187,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางกันฝุ่นเพลาขับ,ใน,,
Z-11000001,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ท่อไอดี,-,,
LJ-0000019,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",หม้อน้ำ,-,"2,600.00",
Z-02700006,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางหูโช้คอัพ,-,,
Z-02700008,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางหูโช้คอัพ,-,,
Z-01800001,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",ยางรองแหนบ,-,,
Z-11100001,ISUZU,D-MAX,ดี-แม็กซ์,"โฉมปี 2002-2011 (2WD ยกสูง, 4WD)",แผ่นยางรองแหนบ,-,,
GB-0000001,TOYOTA,VIOS,วีออส,"โฉมปี 2002-2007 (NCP40, 42)",จารบี,-,,
EA-0100013,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,280.00,
EA-0100074,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),สายพานไดร์ชาร์จ (หน้าเครื่อง),-,350.00,
EA-0300002,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),สายพานแอร์,-,280.00,
EA-0300024,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),สายพานแอร์,-,,
CB-0000002,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),ซีลลูกปืนล้อ,หน้า,150.00,
Z-14100001,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),น๊อต,-,75.00,
KO-0000002,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),ไดร์ชาร์จ,-,"8,600.00",
KL-0000001,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),VSCปั๊มดีเซล,-,"2,300.00",
HB-0600006,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),ซีลปลายเกียร์,-,120.00,
HB-0700012,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),แม่ปั๊มคลัทช์,-,650.00,
HB-0500001,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),ลูกปืนปลายเกียร์,-,140.00,
HB-0500002,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),ลูกปืนปลายเกียร์,-,140.00,
HB-0500018,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),ลูกปืนปลายเกียร์,-,140.00,
HB-0500006,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),ลูกปืนปลายเกียร์,-,140.00,
Z-04000001,MITSUBISHI,PAJERO SPORT,ปาเจโร่ สปอร์ต,โฉมปี 2008-2015,สวิทช์ไฟ,-,,
Z-00400002,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),สกรูล้อและหัวน๊อต,-,50.00,
AE-0000013,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),กระบอกเบรค,หลัง,450.00,
HB-0300006,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),หวีคลัทช์,-,"1,900.00",
HB-0300011,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),หวีคลัทช์,-,"1,850.00",
HB-0200005,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),จานคลัทช์,-,"1,000.00",
HB-0400004,ISUZU,D-MAX,ดี-แม็กซ์,โฉมปี 2012-2017 (2WD),ลูกปืนกดคลัทช์,-,800.00,
